,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,año_mes
45967,ee38b45af2d4e705a88a37af7f0cda97,bbaecf87a9363029f2406448dd098b16,canceled,2017-12-31 12:12:02,2017-12-31 12:26:43,,,2018-01-18 00:00:00,2017-12
46092,e697685891b55205f61d598d64db1c1f,2e8cd79c726416c273f1a84f190eb3c8,canceled,2017-11-06 09:05:48,2017-11-06 09:26:38,,,2017-11-17 00:00:00,2017-11
46119,d66296945273987f899b24ce13f32f81,9dad7fca5ae0a6a7e9834fd633049424,canceled,2017-11-02 18:11:24,2017-11-04 05:05:32,,,2017-12-01 00:00:00,2017-11
46120,ec07c952b2e699cd885db38a3c9362f9,85c768a183c66d7db2ed659b450eb0a8,canceled,2018-03-29 23:27:12,2018-03-29 23:47:45,,,2018-04-23 00:00:00,2018-03
46599,a9c6c0298a1b91a7e66a387df066e225,bd989dd640bbac52bbb0fd92fb8539ac,canceled,2018-03-19 19:10:23,2018-03-19 19:28:31,,,2018-04-06 00:00:00,2018-03
46601,b715c631fdd01580d9de3ed3759523c7,14d0a56007d15cde2d14e47edd0ef3c1,canceled,2018-02-17 20:24:59,,,,2018-03-12 00:00:00,2018-02
46655,2b941f8e6ff81158a52de44909dc2a52,76ff5182e587b958e3b372f958ffbe16,canceled,2017-04-14 19:05:05,,,,2017-05-10 00:00:00,2017-04
47511,ab6d84885a2b1513ec4035973c08460f,97daaee8d701a5059c4256c17ef8bc5d,canceled,2018-08-04 10:54:42,2018-08-04 11:05:10,,,2018-08-13 00:00:00,2018-08
47709,24f07a52ca6b749c618b46ddb2e94b8a,2fead6d196da5adf133e4ddb08f51c8c,canceled,2018-01-30 09:39:05,2018-01-30 09:56:17,2018-01-31 23:39:52,,2018-02-21 00:00:00,2018-01
47756,a3ed0979ab701d548275a0f5c844c635,c867b109192c6397f8f3e408daaa0bf5,canceled,2018-03-05 14:37:03,2018-03-05 15:20:29,,,2018-03-15 00:00:00,2018-03
47823,f4366d9980e6fb925d2ed9a63d8a6e2c,396a7bd5d07dd9a55593b1eef5eb4fea,canceled,2017-03-10 13:52:02,2017-03-10 13:52:02,,,2017-03-31 00:00:00,2017-03
47877,3a3aed58b078ba2d2105cd76ce7a76d7,4df922283e840682df69a70aed95807d,canceled,2017-05-25 16:12:51,,,,2017-06-16 00:00:00,2017-05
47905,6e98de3a85c84ead6689189b825d35b5,f34a6e874087ec1f0e3dab9fdf659c5d,canceled,2018-03-15 10:07:02,2018-03-15 10:29:33,,,2018-04-09 00:00:00,2018-03
47907,53ee943d0767c9dc3922938b2550ab26,140ffd2c310ca890581c175512144a8e,canceled,2017-09-10 16:41:44,2017-09-12 07:50:19,,,2017-09-27 00:00:00,2017-09
47910,80fd1b0b81771253d43532f41d575d39,d981162ce1ef6f63978f2240a8d2b545,canceled,2017-10-29 18:02:37,,,,2017-11-28 00:00:00,2017-10
47931,0fb9645c128ac84788798f0129496ca7,80a4c819314e5ff01e66ba8780857b4e,canceled,2018-08-21 10:15:51,,,,2018-09-04 00:00:00,2018-08
48188,0ed61f5ab3280ff43b157a6e91942538,676f55d05b1059070b493c5e9e741917,canceled,2017-03-29 19:56:47,2017-03-29 20:10:17,,,2017-05-12 00:00:00,2017-03
48488,fdbbb1715d0c62c714e2a8178b95dd54,4eee43e4ae51748483930117ac32369d,canceled,2018-05-20 21:30:58,2018-05-20 21:50:38,,,2018-05-29 00:00:00,2018-05
48919,1046c724dec8bc31545703d07c378073,8f9a7227b5626fdf0b401e8832446f84,canceled,2018-07-14 10:27:55,2018-07-14 10:44:03,,,2018-07-30 00:00:00,2018-07
49411,3f6509ff22303ff04b9bf1b2c8bf69c6,496a97eab481772b61371ad4f2d392c0,canceled,2018-08-13 19:21:19,,,,2018-08-17 00:00:00,2018-08
49702,56f251ca89f74d06076966d5d49b9dc6,8d632afbccd84514a99517b239113320,canceled,2018-03-01 18:03:33,2018-03-01 18:15:44,,,2018-03-23 00:00:00,2018-03
50059,29b81e2d5bebb9616041efb0ebbc931d,5d129305a62a8b8565abbf89b92de3f3,canceled,2018-07-20 15:37:38,2018-07-20 15:50:18,,,2018-08-02 00:00:00,2018-07
50190,a90966534748634cbb133383bf0eee68,509585871d9505d583be980046b14b8a,canceled,2018-02-01 16:49:17,2018-02-01 17:15:39,2018-02-02 19:26:53,,2018-02-19 00:00:00,2018-02
50191,38b584be7174802377777bcd60e7a459,bf7aeb48aaf84c74e205482939a1ecc0,canceled,2017-11-02 23:12:48,2017-11-02 23:30:48,,,2017-11-16 00:00:00,2017-11
50387,392ed9afd714e3c74767d0c4d3e3f477,2823ffda607a2316375088e0d00005ec,canceled,2018-09-29 09:13:03,,,,2018-10-15 00:00:00,2018-09
50501,66dbde751178d7674bd09f18b6d25006,6903c9e22ca171ab56f877af3ebaa9dd,canceled,2018-02-05 16:30:33,2018-02-05 16:52:11,2018-02-07 22:52:43,,2018-03-12 00:00:00,2018-02
50653,20e87d0bc3b241dd3b4d34a6446d013e,f6c05e803aa36fe851a6f81cf3128188,canceled,2018-07-05 17:01:31,2018-07-05 17:12:19,,,2018-08-22 00:00:00,2018-07
50670,ee987bbabed0cc87dc5354eb2b661740,9d708fd1bd16da6d21996210605031a2,canceled,2018-07-30 11:19:52,2018-07-30 11:44:37,,,2018-08-15 00:00:00,2018-07
50810,5bca61e411c4fcce08327a8efc371911,ffaded93e5a1fce06363cfb6905676a1,canceled,2018-06-13 20:52:10,2018-06-13 21:20:38,,,2018-07-11 00:00:00,2018-06
50876,e248283e6b8ba09b05efea1000d9478b,7283505b00797306818c085c6baf0752,canceled,2018-03-03 19:20:13,2018-03-03 20:00:25,2018-03-05 18:18:40,,2018-03-15 00:00:00,2018-03
50903,edeae57fd6bee25e030ac14863a6ae0f,019f5bb93ed18dd059051c3f81abe394,canceled,2018-03-27 18:28:20,2018-03-27 20:27:25,,,2018-04-12 00:00:00,2018-03
50953,3bd3b4d482f916c2c9662b8da6f2758b,e1053f60223f6446d021fc034d81f5a3,canceled,2018-08-20 15:07:42,,,,2018-09-04 00:00:00,2018-08
51155,d35703faec55cda0ceeb4f50a4d584ae,d21101a81657215bf9d86ccc3da340a1,canceled,2018-07-16 22:08:56,2018-07-16 22:20:45,,,2018-07-30 00:00:00,2018-07
51162,d8bd004470081a1d36e3fc745cd96951,c632ad18acd96fb52bfd4a4de51d11e4,canceled,2017-05-30 10:54:45,2017-05-30 11:10:14,,,2017-06-20 00:00:00,2017-05
51265,41262f14e0abde70b2d3683fe4b257d6,9d8cd38359ef7bd7197fe4fb0ceaf038,canceled,2018-06-26 18:51:52,2018-06-26 19:18:36,,,2018-07-20 00:00:00,2018-06
51294,0d5a676d302e3fd20182bd158cde4371,c2640db8a9066c36b353784500821c57,canceled,2017-11-29 00:05:15,2017-12-01 11:32:19,,,2017-12-13 00:00:00,2017-11
51402,aa7c3f20fab2d3cb0f76ab5165e47618,a907c1cc7d54627276af64647fbd61ad,canceled,2018-02-15 11:40:45,2018-02-15 11:50:38,,,2018-03-09 00:00:00,2018-02
51435,00ff0cf5583758e6964723e42f111bf4,e3626ed5d1f2e3a02d692ec948b25eeb,canceled,2017-04-10 00:45:56,2017-04-10 01:03:29,,,2017-05-04 00:00:00,2017-04
51712,1118f05e23d1a8082fa47f8a377de658,8292e9df852ab7fce9e1bafc08870878,canceled,2018-08-07 15:05:23,2018-08-07 15:15:29,,,2018-08-13 00:00:00,2018-08
52161,4ed4fa202c468c14366fbf603c8698fd,8e9100df87f0102df82026f2400af7ed,canceled,2018-07-29 00:04:04,2018-07-29 00:40:05,,,2018-08-22 00:00:00,2018-07
52269,8e572fc4edc8dafc89bb18bf812916e6,54c305a3143449a2aa8906eca0c2305e,canceled,2018-01-26 17:26:33,2018-01-27 17:32:01,,,2018-03-02 00:00:00,2018-01
52349,52ffca67c47f7bc4350f82b1d2c20dec,30b783882dd8572d3cf6a4ac7e605272,canceled,2017-11-26 18:42:08,,,,2017-12-20 00:00:00,2017-11
53189,e834a6d9d3cea0c687c250fc654a0232,4f57a446d106709bea9b89adc073bbd0,canceled,2018-04-25 16:48:12,2018-04-25 17:15:18,,,2018-05-14 00:00:00,2018-04
53195,e7dfe42bb50a6acce37e168e44260a51,97421afb531a2c357e152626fdecd126,canceled,2018-02-14 01:59:02,2018-02-14 02:10:22,2018-02-14 20:29:03,,2018-03-09 00:00:00,2018-02
53228,4608a27e9e60c05b054631def491e7af,4fc51f554378926d8ca80aa1b1d13b1b,canceled,2018-08-28 08:10:22,,,,2018-09-12 00:00:00,2018-08
53305,8ad1b8de29d062bae836bc7d2cedc391,5c4267131706cf9a809cc1a0aac2e80d,canceled,2017-05-14 00:32:26,2017-05-14 01:10:24,,,2017-06-01 00:00:00,2017-05
53475,490291524fddde2b31c2e6bec3d9e6da,ea2ba2a668051e4b78923fc0ef607f86,canceled,2017-04-14 22:40:54,2017-05-13 02:45:06,,,2017-05-23 00:00:00,2017-04
53501,afb61112fb99b07fe17e591c68c0c84c,36b182c39933d55e307096ccc3fd2970,canceled,2018-09-06 10:48:12,,,,2018-09-19 00:00:00,2018-09
53517,27667a063cb59b5d987a5a71c192cce5,abaee92d4978f8216173d5d632867746,canceled,2018-08-27 19:54:54,,,,2018-09-06 00:00:00,2018-08
53641,2f763c623e85177077b5a4ee2d3cced5,c24d9b328fcc64c56fd908be937bcf3d,canceled,2017-05-17 15:46:06,2017-05-17 16:02:33,,,2017-06-08 00:00:00,2017-05
53688,e5215415bb6f76fe3b7cb68103a0d1c0,b6f6cbfc126f1ae6723fe2f9b3751208,canceled,2016-10-22 08:25:27,,,,2016-10-24 00:00:00,2016-10
53765,9f4f60c24b20845efd8d6b863b571d20,349f53f02e5fd1cf1a2a9c7faf422363,canceled,2017-03-04 16:23:16,2017-03-04 16:35:13,,,2017-03-20 00:00:00,2017-03
53900,ade919610216d8fcd6333ce3696449a4,d7e2e0a2eaefbf557a9886e0c2032ace,canceled,2017-09-24 18:32:25,,,,2017-10-23 00:00:00,2017-09
53945,dbbbc904081f8e928028432e2e3d7686,1d34ed25963d5aae4cf3d7f3a4cda173,canceled,2016-10-06 13:24:15,2016-10-07 10:16:33,,,2016-12-14 00:00:00,2016-10
53968,3bb82ee5c8d4849ec722da99ba1bf228,fb01511a81dd51acff26ddbe5c376174,canceled,2017-11-23 13:33:14,2017-11-24 03:11:47,,,2017-12-13 00:00:00,2017-11
53997,2c0032906c603dcc21cd954828fa77d0,4afea82f984caa99c5946b758f101abd,canceled,2018-02-06 13:44:50,2018-02-06 15:55:40,2018-02-16 20:35:24,,2018-03-12 00:00:00,2018-02
54286,c9db1bfe07af2c4724a461a704c1ec67,9f8afaa4902b9196098e0c341bbe683a,canceled,2018-07-30 16:52:00,2018-07-30 19:31:37,,,2018-08-10 00:00:00,2018-07
54367,1ec801f67c9ddedd7232db3f8045adef,5dcacec261f9a2d9b142342791ca9410,canceled,2017-05-31 08:57:32,2017-06-01 03:55:31,,,2017-06-13 00:00:00,2017-05
54510,4be69a31714c77604076ab0004055c6c,64f5f567fef8b7faab9a3c95e572cf3c,canceled,2018-01-31 19:30:37,2018-01-31 19:49:47,2018-02-03 02:33:05,,2018-02-22 00:00:00,2018-01
54537,74e198a81e758ec637a42e8f2e856927,cf4ac5bebc177cc2f3accbcd7e12bd50,canceled,2018-08-18 09:27:28,,,,2018-09-17 00:00:00,2018-08
54636,7ea0cd46b9a8fbf664e537374947787c,44be08be1465706be7a032d9e563d9f5,canceled,2017-07-12 18:10:14,2017-07-12 18:25:16,,,2017-08-03 00:00:00,2017-07
54716,9c4aacf06d8fee894180123720425a6e,ddcd29ba4b3448376551d1c303c24fb4,canceled,2018-02-13 21:48:17,2018-02-13 22:07:46,,,2018-03-14 00:00:00,2018-02
55065,cd408efeda0fdd3fe5f27134bd065001,7183e78211dd520b9a9d1ed9aa888b35,canceled,2018-02-08 22:19:00,2018-02-08 22:30:25,2018-02-09 23:46:35,,2018-02-22 00:00:00,2018-02
55193,c549f0d88f33bfe43351b893f1fb55ac,ea26950075411d4c3569a71853ee7388,canceled,2016-10-06 13:21:05,,,,2016-11-16 00:00:00,2016-10
55250,58ab05a43a2649047ae3906759cea594,f1faa32b3410658ccb5fde57eb7adc50,canceled,2017-10-09 06:06:44,2017-10-09 07:12:04,,,2017-11-03 00:00:00,2017-10
55266,113e41a438f06ffae6d1857e01d60c45,8210d932dc0ae881df69bc694b290b7c,canceled,2017-08-10 09:31:59,2017-08-11 04:25:38,,,2017-08-24 00:00:00,2017-08
55271,7738754cace77285b4b13ce8ea5979cb,33ac5a0d983f8f8905499a9f926086f5,canceled,2018-01-03 11:37:39,2018-01-03 11:47:09,,,2018-01-30 00:00:00,2018-01
55394,dccb282b858f9b481824964de4cda528,993d3aaa8f72c48c09cfe10946eb7c6b,canceled,2017-08-25 19:10:57,2017-08-29 04:26:12,,,2017-09-20 00:00:00,2017-08
55474,aa1ae480ffdf6aefc191b45ebd4fdedb,dc4a4863832cad43ecf971aae07084de,canceled,2017-05-09 21:42:43,2017-05-09 21:55:20,,,2017-06-02 00:00:00,2017-05
55558,1decf741e38f6bb92236968ffff3b2dc,764aae7da5503356d7ee0f4a4769080c,canceled,2017-07-21 12:54:47,2017-07-21 13:05:19,,,2017-08-03 00:00:00,2017-07
56064,77afc8cdc7d93975016850b0b1b02c90,6478510b2c0573351a3bf335b4635c34,canceled,2018-08-15 22:39:11,2018-08-15 22:50:16,,,2018-08-20 00:00:00,2018-08
56144,3cd7a167d6f4300d15a7c8816c1b29d5,18f8cccef7493faa881941ce84bae351,canceled,2017-09-15 15:51:13,2017-09-16 16:04:25,,,2017-10-05 00:00:00,2017-09
56589,dd38e535112fb5094b53b1997c4eda52,806f601fd9936f4d97179a15b3b4c3ad,canceled,2018-08-13 13:01:54,,,,2018-08-21 00:00:00,2018-08
56996,552e0a8dae101e32155120202f427b71,d1167e026b86aff77a4599738bf972dd,canceled,2016-10-09 11:23:21,2016-10-10 08:35:12,,,2016-12-12 00:00:00,2016-10
57015,08662c478bed0444d0515925af759547,e386d59b64144f2d4ec3ec84de244059,canceled,2017-03-20 08:00:14,2017-03-20 08:00:14,,,2017-04-17 00:00:00,2017-03
57052,90eaac01afdf4e531a70ad869e092c75,9989fec0cc8309e9afcb1da811943f3a,canceled,2018-06-05 15:15:24,2018-06-05 15:36:54,,,2018-08-06 00:00:00,2018-06
57811,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,5fe0562353e8f0b6c0c6b55cd0f58fe0,canceled,2018-02-14 18:01:38,2018-02-14 18:20:40,2018-02-15 17:27:27,,2018-03-06 00:00:00,2018-02
57824,854f8cb8dacdc3abc4cce7a7df6fcc1f,58512a1043fd8047a4f96d5fa665fd2d,canceled,2018-02-02 09:09:27,2018-02-02 09:15:27,2018-02-08 22:06:59,,2018-03-06 00:00:00,2018-02
58108,cadd4c5765abf658117f2cc7e2a639c2,939c6ecf27d8c32e7956b4a2a468326d,canceled,2018-08-10 21:20:04,2018-08-10 21:30:18,,,2018-08-24 00:00:00,2018-08
58173,0c2bc0e5935dcca29a9e0cc2e5236a13,b6615ef3680b677d2459723631d7cd3c,canceled,2017-11-09 12:11:56,2017-11-09 12:31:22,,,2017-12-01 00:00:00,2017-11
58266,770d331c84e5b214bd9dc70a10b829d0,6c57e6119369185e575b36712766b0ef,canceled,2016-10-07 14:52:30,2016-10-07 15:07:10,2016-10-11 15:07:11,2016-10-14 15:07:11,2016-11-29 00:00:00,2016-10
58327,73863aca434e1d117e45109bea6f1937,f3f7e581618408da1e8d5ebe236082b3,canceled,2018-07-29 00:05:24,2018-07-29 00:15:14,,,2018-08-15 00:00:00,2018-07
58329,90dea0577f835cee1385c71345f7a1d9,81d302f82bb3b158fba1d63e779461de,canceled,2017-08-30 16:05:34,2017-08-30 16:15:23,,,2017-09-12 00:00:00,2017-08
58520,568392c8ee5c7a3bcb175e386ae76e90,6fc83638ac91b73a1439370e4d95a733,canceled,2017-08-25 00:21:59,2017-08-25 00:30:14,,,2017-09-19 00:00:00,2017-08
58537,fe9fae71b4fa7d05f1934adc54391f8d,fa9db18cb6fd65d306a4d710799111a8,canceled,2018-02-15 15:28:12,2018-02-15 15:46:54,2018-02-21 19:59:14,,2018-03-07 00:00:00,2018-02
58790,db0335818a0e49d9d5bbe1ce0a99310e,8e9bad01be77e446634b85d8b7261ef9,canceled,2017-11-15 07:45:44,2017-11-15 07:55:26,,,2017-11-30 00:00:00,2017-11
59268,e20f1823b7c3cea563148b3d9864132f,867375159eb6b26b2c4215966b2206a1,canceled,2017-05-16 22:17:00,2017-05-16 22:25:13,,,2017-06-12 00:00:00,2017-05
59286,881a5cda3b897b035971e3fcfce58aa6,aabb289abf4c3277937c216d0729f36d,canceled,2018-01-31 16:16:21,2018-01-31 16:34:19,2018-02-02 19:04:47,,2018-03-01 00:00:00,2018-01
59332,8beb59392e21af5eb9547ae1a9938d06,bf609b5741f71697f65ce3852c5d2623,canceled,2016-10-08 20:17:50,2016-10-09 14:34:30,2016-10-14 22:45:26,2016-10-19 18:47:43,2016-11-30 00:00:00,2016-10
59433,587a39d6ab7297ee16b3d5ebdaa0f776,69ed85715d3bff3b648ef923daed0056,canceled,2017-01-11 18:32:24,2017-01-11 18:45:23,,,2017-02-21 00:00:00,2017-01
59545,9512251cbae0778ea863f6242d3e5789,fed67945c09986de880e4b3fdd1d3f07,canceled,2017-06-15 17:34:29,2017-06-15 17:45:18,,,2017-07-05 00:00:00,2017-06
59661,a911878b89655a6ca2a33ed01e1c8d3d,19f1fc491b7b350f93bb538f0cd48912,canceled,2018-03-05 09:28:19,2018-03-05 09:48:20,,,2018-03-19 00:00:00,2018-03
59762,cb3d8a1cca3468a5e99f78eaf49bce40,4481945a0554d214e5a43452060d68a9,canceled,2018-07-14 00:52:45,2018-07-14 01:05:10,,,2018-07-26 00:00:00,2018-07
59781,671ac88df4b1b29a8c7a049140189bcd,46c370da1eb308908760b4b8e7a34675,canceled,2018-06-20 20:54:17,2018-06-20 21:18:18,,,2018-07-05 00:00:00,2018-06
60160,aed488062a3d349252ffe2961e214551,4479ae32bee6820fdc3d2129c2fb5d10,canceled,2017-10-16 09:09:13,,,,2017-11-08 00:00:00,2017-10
60484,4b8e7900278770ffef6b0da3d58dff9a,61c764d372cce2bd1346153a1ddef9d7,canceled,2018-08-13 12:56:01,2018-08-13 13:05:18,,,2018-08-28 00:00:00,2018-08
60706,9bd5312d12f48b04a460f702baff3d8c,4d145fd1d3245cbb3697dd41b4bcf19b,canceled,2016-10-06 20:43:30,,,,2016-11-16 00:00:00,2016-10
60751,1cee73866d7513dbc499639d14020ce4,af6b5c7327d3dc4e1c212fa747706713,canceled,2017-07-24 12:52:27,2017-07-24 13:05:20,,,2017-08-14 00:00:00,2017-07
60757,6a5743b4fba3fe11bd82fb9a759f703d,5b50a17129a0fbaa9501a3ff84bca338,canceled,2017-10-05 11:39:07,2017-10-06 02:07:18,,,2017-11-07 00:00:00,2017-10
60761,a190e742e89ce74773221a6d4cba6f10,bfdd83e144a491776d882b2743b93704,canceled,2017-03-25 05:12:19,2017-03-25 06:25:10,,,2017-05-05 00:00:00,2017-03
60938,10a045cdf6a5650c21e9cfeb60384c16,a4b417188addbc05b26b72d5e44837a1,canceled,2018-10-17 17:30:18,,,,2018-10-30 00:00:00,2018-10
60961,3fffdbcdd7ed6b3acdb0bdbc5c96df52,56993e1faa560e969e0ba199573545f6,canceled,2017-10-29 16:25:52,2017-10-30 16:31:24,,,2017-11-28 00:00:00,2017-10
61421,9c83e5ae8ff2b5cad999c3dc6129a888,b16ed08790d757ebcbc3533101fb1ace,canceled,2018-03-03 09:44:30,2018-03-03 10:20:20,2018-03-05 19:19:03,,2018-03-15 00:00:00,2018-03
61744,54a8822ca8bfc9d79e1154a2e20221e0,b2bc30625c47b506516778f17725b728,canceled,2017-11-26 20:08:06,2017-11-28 02:58:21,,,2017-12-14 00:00:00,2017-11
61755,6cf51ab464bdd9f7b282f5fe72391383,6b8d0ddc6f0be6c4895f69fae60edf2f,canceled,2018-02-27 22:43:39,2018-02-27 22:55:52,2018-02-28 20:07:53,,2018-03-13 00:00:00,2018-02
61771,a402af38a74c44926247db438245d95c,3ba47b09546c2da91ef141efce2d5888,canceled,2018-01-30 22:12:10,2018-01-30 22:34:14,,,2018-03-06 00:00:00,2018-01
61840,0cb763300f5679bee73a0b0fdfe0a2d2,f3fb421cdedc2519a5d2f5c75f2cb843,canceled,2018-08-10 18:54:48,,,,2018-09-04 00:00:00,2018-08
62038,2f6492ebb2badd06db511b63ae7d7f55,0ffc8e8c374a394b0715d65963d641f1,canceled,2018-01-20 14:59:28,2018-01-20 15:22:02,2018-01-22 17:09:37,,2018-02-20 00:00:00,2018-01
62120,4a6f0e75398881152007f6ab2d3f5159,2e457d0dfc95e440c3d8f70b5bb705d6,canceled,2018-06-10 09:04:06,2018-06-10 10:30:32,,,2018-07-03 00:00:00,2018-06
62197,65fdcb432cb9cfa970e3a3817b39040d,bb8cc73ebebcd23c9f69c52637229c53,canceled,2018-08-29 08:44:38,,,,2018-09-13 00:00:00,2018-08
62219,b44b36e6b69be34f58753d3b56d24001,a6c9cacb399083fbf6497249c9d3a140,canceled,2018-08-08 14:27:00,,,,2018-08-21 00:00:00,2018-08
62404,19dec7b3d6fb0a5d9407f7274da21398,5482e393d424f7c7a91385e62ff29fdd,canceled,2017-04-17 18:22:04,2017-04-19 10:25:13,,,2017-05-23 00:00:00,2017-04
62406,123e27a1a4d0b2481d8618ac3dff7d4e,1fe4c3902c5bd6510a869b3d4fd3843b,canceled,2016-10-08 12:44:32,2016-10-18 15:19:08,,,2016-11-18 00:00:00,2016-10
62451,7fa41d59cc693e0ed84f2668b7ebe4d7,7cdd54eb1841f58ded0defbadb8820f6,canceled,2017-07-13 18:10:28,2017-07-13 18:25:09,,,2017-08-10 00:00:00,2017-07
62526,c052b5075e9fd0d83a3d2b183e6e0df1,b1b879ab67e07126ab6615c9df85ca21,canceled,2017-05-13 20:06:13,2017-05-13 20:22:40,,,2017-05-29 00:00:00,2017-05
62569,991dc90330a54fbf3461dec5bf8226ec,0e25b9588076baf393cba1ce1a47567e,canceled,2018-08-06 23:03:09,2018-08-06 23:15:19,,,2018-08-16 00:00:00,2018-08
62602,eb79d602c28b8782807ca17e4ba806cc,ae593797c45538bba5eb62f67740a1cf,canceled,2017-10-24 20:14:53,2017-10-25 02:26:16,,,2017-11-06 00:00:00,2017-10
62765,162b2345ef3cc0551c0a32058840a2ec,d08c285eb2ad222ad414f308573afa2f,canceled,2018-07-21 17:59:37,2018-07-21 18:10:10,,,2018-08-06 00:00:00,2018-07
62780,618ab5fa2138dcabd9046d13f1294fb9,816d4cd64d43fd04e499508c50e2ed9a,canceled,2018-07-23 09:52:09,2018-07-24 11:32:39,,,2018-07-31 00:00:00,2018-07
62889,f0685863a01cc11a10508d43e2131155,68cbc07269ced29d178eead440258d5d,canceled,2017-05-27 15:33:04,2017-05-27 15:45:12,,,2017-06-21 00:00:00,2017-05
62961,64a8b3b4c19751b51d211deb32fdc67b,f28fb14c9045cd9dca3f92e65691bb8d,canceled,2018-05-16 08:53:35,2018-05-18 05:16:27,,,2018-05-28 00:00:00,2018-05
62969,eb0393138e2e8b7164947608489f069e,63ed9bdb2f48c68e2449033b2f9a1f9d,canceled,2017-10-07 17:31:53,2017-10-07 17:49:22,,,2017-11-07 00:00:00,2017-10
63143,f76d5b8ea5928ea9b289b5f485e4846a,8a770dcc0e2b3c409df0707de0894e36,canceled,2018-05-15 13:17:14,2018-05-17 03:34:46,,,2018-06-01 00:00:00,2018-05
63165,be3b8d058b8100d8a2539ce0b2c6ec0b,2cb9cd4d83c7018f46ff002953f95901,canceled,2017-07-20 14:32:34,2017-07-20 14:45:19,,,2017-08-11 00:00:00,2017-07
63190,f79644ec98219489ae16ee7aabac4ebb,15d1752086d06a721b7842591ce41eb8,canceled,2018-05-05 13:36:10,2018-05-05 13:50:25,,,2018-05-17 00:00:00,2018-05
63287,4b03319a5a065c83d4fcc4f18f8cb257,52215d2772a786a11c64720063c7ac4f,canceled,2017-10-20 12:42:26,,,,2017-11-08 00:00:00,2017-10
63392,9b4a1422c8b4e65d9ab330d8d32deddf,49f311ba3c66c63e7542a637655d4a2f,canceled,2017-07-09 18:18:03,2017-07-11 03:55:28,,,2017-07-28 00:00:00,2017-07
63563,298787a86f7ed145b210dfa7262fca2f,31123765b50eb700025d04ff6a1b679a,canceled,2018-08-02 22:10:59,2018-08-02 22:24:17,,,2018-08-09 00:00:00,2018-08
63967,454a297f19c15e3f7a16c16961029402,d1bae39e16e67e0de7db76605561f3cd,canceled,2018-06-15 23:27:00,2018-06-19 03:36:36,,,2018-07-12 00:00:00,2018-06
64941,3f5d83fd2c551b9eeac583644c97ad09,1e0237f70c24e0232e8b7e0e12953a36,canceled,2018-04-13 10:52:21,2018-04-14 10:50:52,,,2018-04-25 00:00:00,2018-04
65198,0197416059c0e56b5344bf2188066317,bc0a84ea7543ac13807feccb5bfccf4b,canceled,2018-07-26 17:20:23,2018-07-26 17:30:19,,,2018-08-23 00:00:00,2018-07
65218,131ca8643d9f990f2ab26e3a33ec7950,21e11bcb4f1fee9d56abf583189acfa1,canceled,2017-04-09 13:58:55,2017-04-09 14:15:06,,,2017-05-09 00:00:00,2017-04
65247,7dfff541b2a848ecb18ceb83d02bfa6a,5510a0757de57b34e27fd23c1942793a,canceled,2018-03-23 13:44:28,,,,2018-04-11 00:00:00,2018-03
65384,1d911134e95ec6f299e80fe19b5b88c5,4dfe57404141dbca39b1eae2ec077e78,canceled,2018-08-05 22:27:23,2018-08-05 22:35:17,,,2018-08-28 00:00:00,2018-08
65487,da7af77d5f98212a8c1ad0b1c552f102,24cf7b32fc941c030828ad85d84769f7,canceled,2017-07-16 10:46:54,2017-07-16 11:02:54,,,2017-08-18 00:00:00,2017-07
65497,ded456690bcb2ffd4def86541479037f,e72188520e7450d41369c84fed0a4b68,canceled,2018-08-24 06:58:50,2018-08-24 11:45:18,,,2018-08-29 00:00:00,2018-08
65544,058e0a8627dc25b49eae4ce6ca658cb8,ef48ea66fb39a13e1310b36b676e29e7,canceled,2018-05-10 13:10:44,2018-05-15 07:14:53,,,2018-05-28 00:00:00,2018-05
66233,c2dd3125d2c742a487adbbd0704b4775,e2a07123627e483894d94c2b77a00132,canceled,2017-09-16 14:24:39,2017-09-16 14:35:25,,,2017-10-06 00:00:00,2017-09
66281,e0b4e92a39bc8b93bc4ff121772819ea,df94e5683581981f437c1986e75c2a29,canceled,2018-02-01 12:21:42,2018-02-01 12:30:36,2018-02-05 10:03:51,,2018-02-19 00:00:00,2018-02
66295,94bce2ab6f38b41d29ebbd9d755677bf,ba712872211b52224c61d5bedfc1bfcf,canceled,2017-07-09 15:38:45,,,,2017-07-21 00:00:00,2017-07
66336,1057bf6391c17f9b6960dd996029e1dc,33b3ac58c257992bb9f0dff11643b8d0,canceled,2017-07-29 12:56:17,2017-07-29 13:05:18,,,2017-08-18 00:00:00,2017-07
66455,3e70edc835c9b04809623f518a513d00,f690c800cd56736b12bc37cf53580167,canceled,2017-02-22 16:10:31,2017-02-22 16:22:22,,,2017-03-23 00:00:00,2017-02
66461,fe9aa3b22b4d65ccbaffb57984bc12fb,e14603210bf5355859bea3b45bbad044,canceled,2017-11-14 19:30:10,2017-11-14 19:50:28,,,2017-11-28 00:00:00,2017-11
66555,04a2ba381317648726f46210a46ece95,4ae0a705c852353fbcdb27f8554b6655,canceled,2018-08-09 09:13:44,,,,2018-09-06 00:00:00,2018-08
